"text","label"
"STOP POSTING WARNIGN ON MY TALK PAGE ITS FUCKING GAY AS SHIT AND I DONT GIVE A FUCK JESUS CHIRST",1
"There's a difference between scientific truths and historical truths. Think again. I thought you read the policies i've recommended.",0
"""

Justin Vaisse's opinion
This relative absence of French-American political and social unity helps to explain anti-French sentiment in the United States. French historian Justin Vaïsse has proposed that an important cause of overtly expressed public hostility toward France in the United States is the small number of Americans of direct French descent1. http://www.politiqueinternationale.com/revue/article.php?id_revue=12&id;=228&content;=synopsis. While he acknowledges that this is not the direct cause of anti-French sentiments, he argues that it explains why these sentiments can be expressed publicly, without being seen as a gross violation of political correctness. Vaïsse contends that by comparison, the public display of such sentiments towards other ethnic groups or nationalities would be met by strong disapproval. He proposes that as France has no powerful and organised lobby to defend it, it is socially and politically acceptable in the United States to express negative sentiments of the FrenchPierre Verdaguer, """"A Turn-of-the-Century Honeymoon? The Washington Post's Coverage of France"""", French Politics, Culture & Society, vol. 21, no. 2, summer 2003.
 Just to answer, I've read before that the proportion of french descendant in the US is way higher than thought because as the french colonized the New World at the same time as the Brits but got outnumbered pretty quickly, they were mixed into the mainstream america. However it's true that since most of them lost traces of their heritage no lobby exists nor defends them as they don't represent or try to represent.  """,0
"go vandercken!! go!! wikipedia needs you besides why are you waisting your time talking in here instead of writing an article? and why do you have a user page full of userboxes are  @!$%?*# or what ?",0
"Go away JLWS and quit pretending to be an admin. I was blocked by Peruvian and not you LOL. What right do you have to feign interest in the dispute when you have already shown in your previous statments that you start off being bias against anons. You seem to think of yourself as Judge Judy of some sort, where in reality you are just someone in crisis and want to use this place to vent where in reality you are just a 14 yr old outcast from society hiding behind your computer in your make believe world.",1
""" (UTC)

 Why the assumptions that quality of life """"should be"""" low in the US?  Having lived in three different countries, I prefer the US, personally.   12:19, 4 July 2012""",0
"""

 hi 

Hi there, I just wanted to know how you know that new page requires categorization?  ''' Talk """,0
"Hypocrit! you just cited a newspaper that claims to be reliable. i will incorporate and make a newspaper company then ill site it. its called TEADRINKERNEWS.com this site has no merit and you have no integrity!",1
"""You people are idiots. The point of Wikipedia is to give knowledge, not make friends. THEY ARE A HATE GROUP. THEY OPENLY ADMIT THAT THEY ARE A HATE GROUP. Trying to say """"Ok, they are a hate group, but dont put that, its mean"""" is like saying the article on Osama Bin Laden shouldn't say he's a terrorist.

""",1
"Because I cut-n-pasted the format from one of the minority which did have the tags apparently. Ho hum. I'll fix them.   (Talk)",0
"""
There was a lengthy discussion here (n.b., I'm not joking when I say """"lenghty"""", please be careful if attempting to read it all) where some editors involved agreed that citing the film as a primary source is acceptable and others did not. There is a template (Template:Cite video) that can be used to cite a video available though a URL but, obviously, you'd have to be sure that the URL steers clear of Wikipedia:Copyright violations. Personally, I would suggest not to use the film as a source for this sort of thing because secondary sources are always better, if available. Also, you want to avoid violating WP:SYNTH which is done when you present a conclusion that you reached yourself by citing a primary source. But, if you do decide to cite the film as a source, you can use reference #68 from this version of Children of Men as a guide of how to format a citation to the actual film.  (talk • contribs) """,0
"Well, a good dictionary might help you there. Actually, Wikipedia has an article on it, too. So-called temple prostitution or religious prostitution is an age-old custom, spread through large parts of the world, and certianly not a simple subject.",0
""" 

 == Race == 

 You are a moron who has no idea what he is talking about. 

 Try reading this, this, this, this and this.  

 Why are you editing the Wikipedia article? Your nonsense about race having """"no genetic basis"""" is referenced to a lawyer referencing PBS. This website an embarrassment run by far left politicos which is why ignoramuses like you are allowed to write for it.   """,1
"Suck my c*ck 

You're  a nazi.",1
"== Listen smartass == 

 Fuck off you motherfucking douchebag. I bet you're a member of the Order of DeMolay like Lucifer and Adolf Eichmann!",1
"Book

There was also a children's book called Bishop Bompas of the Frozen North by Nigel B. M. Grahame in 1925.",0
"Health section 

The health section of this article seems excessive. He sprained his ankle. Big Deal. He had minor surgery. So what? Is any of this relevant?209.212.5.67",0
"I was tempted to remove it myself, but then decided to wait and see what others will do. —'''''' (t | c)",0
"::Call me stupid, but it seems the page was not moved so much as copied. Is there a reason the history and relevant talk page were not moved with the article?",1
"DO NOT TELL ME WHAT TO DO. THIS IS MY WORLD, MY INTERNET.",0
"""

What a load of crap!

I saw Alexis Arquette on TV bragging to Andrea Lowell about how big his dick is.  How am I supposed to believe that this thing is a woman?  Don't piss on my back and tell me it's raining!  Just because the guy likes to wear falsies and dress up like a woman, that doesn't mean he's a woman.  So, he's said he """"may"""" get sex reassignment surgery.  Well, he's obviously a publicity-hog, and he'll say whatever the hell he can to get attention.  You so-called transsexuals should hitch your wagons to another star, because this guy is not a good example for your cause.  """"Dr. Weiss,"""" it makes me wonder what kind of professor you are wasting your time spilling ink on the talk page for a D-list celebrity fuckup like Alexis Arquette.  Which diploma mill did you get your degree from?  """,1
"""

 ACES09? 

Since the IP editor who keeps clammoring for this item's inclusion seems unwilling to do so, I thought I'd bring this to talk. Does anyone else besides this IP think the ACES09 """"rivalry"""" merits inclusion in the article?  I just don't think we need to include a blog-based fued between fans of teams who have never even played each other merits inclusion.  I understand that it was in some Seattle papers, but lots of things are in lots of papers.  I dunno, hopefully we can get some discussion going in lieu of the edit war.    .Alpaugh """,0
"You had a point, and it's now ammended with appropriate encyclopedic notability/significance.",0
"IM VENEZUELAN, THE PROGRAMS ARE TRASH",1
"- It will be 1900Mhz because t-mobile doesnt have licensing to the 2100 band in the US",0
"Voting by W&M; students

I have revised this section after confering with an official of the Virginia State Board of Elections. I realize that many W&M; students are very upset, and may ultimately suceed in accomplishing cganges, but our article in WP needs to stay accurate and present a balanced POV on this tough subject.",0
"ok your site already fucked so i cant fuck it up no more fuck as nigga",1
"""

 You fucking no-life car fetishist 

Since it's obvious you don't get any pussy from the amount of time you spend on Wikipedia, why don't you go stick your little member into the exhaust pipe of your rattle can Legacy or """"Regushee"""" since you can't romanize Japanese you fucktard. Nobody gives a shit that the 1984 Shitbox GT had its window controls moved to the window and half of the crap you add to the articles are either unsourced or just plain wrong.

Go do the world a favor and off yourself. Since you love cars so much, carbon monoxide will work.  """,1
"Well, if you still think that way , why dont you search the term on google and find it yourself that I am right 72.33.44.250    
you wont do it because this will make you go back on your actions ,,  you racist 72.33.44.250",1
"You are insulting me and criticizing all of my edits. You are the one who needs to be blocked. From life.",1
"Nirmal95

Dude chill!.Dont act like you are the protector of wikipedia or something,and don't try to warn me and all that,be polite you ass!.It is a known fact that the person whom i have added a photo has committed tax fraud and it is appropriate to show the enforcement capabilities of income tax dept in Indian Revenue Service page,it is not defamatory it is a goddamn fact! as for Directorate General of Income Tax Investigation it is not my fucking personal commentary,it is what IRS people the employees of the organisation do when they are posted in the organisation. Don't you understand it was important to the page.Instead of helping and guiding young Wikipedia editors like me,you threaten me???It grieves my heart to see it just being deleted by YOU!(  )",1
"Vaginal tightening]] or [[",1
"== asdfghjkl;ljgdaadfhjklkjgd == 

 I HATE EVERYONE EXCEPT FOR MY TEACHE- oh.",1
"How much do you love Stephan Colbert?",0
"There seems to be a factor 1/h missing in the first section called Rationale. Compare here: http://en.wikipedia.org/wiki/Kernel_density_estimation#Definition",0
"(~): He is head of bean scouts",1
"You don't know what the hell youre talking about! Do you!? 98.94.163.97",1
", or even that he has a girlfriend",0
"""
""""Anal raping of donkeys""""?? It must be a joke, mustn't it?""",1
"I bet your mommy tells you you're a good Wikipedia mod.  Go yiff in hell, dicklicker.
173.71.78.250   Shoopsywoopsy",1
"""

 Dumbass 
There is no other word to describe your edit to my user page.  There's also no way in hell I like any of the bands or things you were trying to list on my page.  Try it again and you'll be blocked.  Not to mention I have an idea of who you are (though I may be wrong) and I'll remind you that sockpuppetry is against wikipedia rules.  I also don't like people trying to impersonate me.  I could get you blocked for that alone. If only I could reach through your computer and grab your scrawny little neck...  $ODIN$ """,1
